"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.042831917E0,-2.378939688E-3,5.695188046E-2,1.070192492E-1,1.212530236E-1
3.052877917E0,3.829937673E-4,1.680489779E-2,1.612282008E-1,1.621020790E-1
3.062924917E0,1.691540902E-2,9.881794453E-5,1.752293587E-1,1.760439404E-1
3.072970917E0,7.321941912E-2,-2.998919964E-2,1.439333063E-1,1.642474721E-1
3.083017917E0,1.181964943E-1,2.014541209E-2,1.114543623E-1,1.637019357E-1
3.093063917E0,9.894570619E-2,3.989789128E-2,6.041343212E-2,1.226045565E-1
3.103110917E0,6.467985302E-2,8.389000297E-2,7.110214233E-4,1.059316833E-1
3.113156917E0,9.629048556E-2,5.589879692E-2,-5.195718884E-2,1.228661165E-1
3.123203917E0,3.546131641E-2,5.491120219E-2,-1.425785065E-2,6.690314935E-2
3.133249917E0,-2.320438296E-2,2.970385551E-2,7.581382871E-2,8.466698910E-2
3.143296917E0,-2.468694448E-2,-6.175829172E-3,9.168609560E-2,9.515212147E-2
3.153342917E0,4.912333578E-2,-3.705497503E-2,6.751955330E-2,9.135131839E-2
3.163389250E0,3.232516229E-2,-8.463903129E-2,9.716902971E-2,1.328551921E-1
3.173435250E0,-2.239951372E-2,-7.468707025E-2,1.194118381E-1,1.426151596E-1
3.183482250E0,1.414266050E-2,-5.135609508E-2,4.562699318E-2,7.013762082E-2
3.193528250E0,6.608669311E-2,-2.999095380E-2,5.462702751E-2,9.083512785E-2
3.203575250E0,1.629765183E-2,-2.388938427E-2,1.329194909E-1,1.360290675E-1
3.213621250E0,1.580063850E-2,-2.236267626E-2,3.065016890E-1,3.077223339E-1
3.223668250E0,1.892948359E-2,-5.578243732E-4,3.188054001E-1,3.193673741E-1
3.233714250E0,1.345151961E-3,-1.367079020E-2,3.115437430E-1,3.118464426E-1
3.243761250E0,-4.576440275E-2,3.012368560E-2,3.615976632E-1,3.657248788E-1
3.253807250E0,-7.027388424E-2,6.252837002E-2,3.414709622E-1,3.541901098E-1
3.263854250E0,-8.123478234E-2,9.730526984E-2,2.849991381E-1,3.119165179E-1
3.273900250E0,-4.091589153E-2,5.566549301E-2,2.359491849E-1,2.458551914E-1
3.283947250E0,1.344216178E-2,2.937231839E-2,1.691663808E-1,1.722227894E-1
3.293993250E0,5.819119781E-2,1.956010580E-2,5.641569078E-2,8.337591623E-2
3.304040250E0,4.246101370E-2,5.361896753E-4,3.862612188E-2,5.740385418E-2
3.314086250E0,5.651012331E-2,-2.928987265E-2,3.236843169E-2,7.140732488E-2
3.324133250E0,2.126193792E-2,-4.111294270E-2,2.725738049E-2,5.371507099E-2
3.334179250E0,-4.859006971E-2,8.541612625E-3,3.087212920E-2,5.819830223E-2
3.344226250E0,-2.299095958E-2,3.156502426E-2,-1.147574544E-2,4.070169176E-2
3.354272250E0,-3.909039080E-2,7.966655910E-2,-8.981440187E-2,1.262594395E-1
3.364319250E0,-7.099133760E-2,8.550266504E-2,-1.017760509E-1,1.506945264E-1
3.374365250E0,-5.893058280E-2,6.805048048E-2,-9.673107326E-2,1.321384956E-1
3.384412250E0,-5.944630265E-2,5.604673147E-2,-5.238111198E-2,9.705091396E-2
3.394458250E0,-8.077489883E-2,6.507658660E-2,1.898590922E-2,1.054514635E-1
3.404505250E0,-3.211554418E-2,6.454916775E-2,2.296552420E-2,7.566649547E-2
3.414551250E0,1.173126876E-2,6.445034981E-2,2.141718149E-2,6.892144746E-2
3.424598250E0,5.817452868E-2,6.850539386E-2,-1.640728712E-3,8.988857973E-2
3.434644250E0,3.238860458E-2,6.666118205E-2,3.404190481E-2,8.155725707E-2
3.444691250E0,-2.050179988E-2,5.567134023E-2,1.237685984E-1,1.372526425E-1
3.454737250E0,-4.095974565E-3,2.238723457E-2,1.705153334E-1,1.720274519E-1
3.464784250E0,5.154671431E-2,2.408818960E-2,1.196971822E-1,1.325319586E-1
3.474830250E0,8.648265839E-2,4.946276665E-2,6.450414419E-2,1.186869837E-1
3.484877250E0,1.097379121E-1,9.239887118E-2,-3.110718727E-4,1.434575112E-1
3.494923250E0,8.949134320E-2,1.389561564E-1,-2.667499781E-2,1.674188442E-1
3.504970250E0,7.722359240E-2,1.250649261E-1,1.041272163E-2,1.473538047E-1
3.515016250E0,6.261344701E-2,1.123285210E-1,4.365297318E-2,1.358076671E-1
3.525063250E0,2.895072957E-2,9.300756633E-2,6.641209066E-2,1.178945203E-1
3.535109250E0,1.593424737E-2,3.517977297E-2,1.326201135E-1,1.381289657E-1
3.545156250E0,2.543217212E-2,5.425046682E-3,1.767467111E-1,1.786494512E-1
3.555202250E0,2.680948377E-2,1.509751081E-2,1.521164846E-1,1.551969979E-1
3.565248250E0,4.572756529E-2,3.950905144E-2,9.300347328E-2,1.109126747E-1
3.575295250E0,5.568566591E-2,6.889598787E-2,1.605002224E-2,9.002862737E-2
3.585341250E0,5.781551421E-2,7.517999053E-2,-3.585278749E-2,1.013907640E-1
3.595388250E0,2.354205966E-2,7.151027799E-2,3.432666421E-2,8.274217973E-2
3.605434250E0,-1.642482877E-2,3.504587173E-2,9.106336713E-2,9.894708161E-2
3.615481250E0,-1.906250775E-2,4.333605409E-2,7.145940721E-2,8.571954074E-2
3.625527250E0,-1.193329006E-2,4.505396605E-2,-1.193884492E-2,4.811236105E-2
3.635574250E0,-5.312195420E-4,2.853967488E-2,-7.652309597E-2,8.167361540E-2
3.645620250E0,1.361991942E-2,1.900345087E-3,-8.622888923E-2,8.731858252E-2
3.655667250E0,-3.134429187E-2,-3.422024488E-2,2.182765603E-3,4.645701517E-2
3.665713250E0,-5.570583880E-2,-3.592646241E-2,9.123235166E-2,1.127705332E-1
3.675760250E0,-7.744461715E-2,3.794842958E-4,8.825494945E-2,1.174169870E-1
3.685806250E0,-7.528290153E-2,1.555710196E-2,1.130307716E-1,1.366948939E-1
3.695853250E0,-7.022447526E-2,8.658556938E-3,1.376270843E-1,1.547503210E-1
3.705899250E0,-2.406948080E-2,6.252369225E-2,6.569639146E-2,9.383265876E-2
3.715946250E0,4.204557359E-2,1.282727087E-1,-3.444302380E-2,1.393127415E-1
3.725992250E0,-1.427305341E-3,1.851579309E-1,-3.204274178E-2,1.879154966E-1
3.736039250E0,-4.236950934E-2,2.458455974E-1,-5.759390473E-2,2.560318163E-1
3.746085250E0,-5.243841469E-2,2.265047622E-1,-5.672559321E-2,2.393156651E-1
3.756132250E0,-6.934008390E-2,1.734623301E-1,-2.707202375E-2,1.887594280E-1
3.766178250E0,-1.070286047E-1,1.216717869E-1,4.076678753E-3,1.620980113E-1
3.776225250E0,-1.130363265E-1,1.063093972E-1,3.984175801E-2,1.602069434E-1
3.786271250E0,-1.185259849E-1,1.089605248E-1,9.870100021E-3,1.613016551E-1
3.796318250E0,-8.095616251E-2,1.501863188E-1,-6.602442026E-2,1.829454964E-1
3.806364250E0,-5.371135354E-2,1.535847205E-1,-1.085050267E-1,1.955671667E-1
3.816411250E0,-4.562962443E-2,1.270828003E-1,-6.963273704E-2,1.519237270E-1
3.826457250E0,-4.182511072E-3,1.460710484E-1,-3.810279608E-2,1.510167793E-1
3.836504250E0,9.430974126E-3,1.596991539E-2,-6.301135004E-2,6.568418153E-2
3.846550250E0,5.319329023E-2,2.680305183E-2,-3.273856044E-2,6.796869171E-2
3.856597250E0,5.840052813E-2,-7.035135984E-2,4.854358435E-3,9.156145649E-2
3.866643250E0,4.366320580E-2,-1.478176117E-1,1.406617892E-1,2.086678241E-1
3.876690250E0,1.280686408E-2,-1.874956477E-1,1.215028024E-1,2.237891075E-1
3.886736250E0,1.679963529E-2,-1.275429761E-1,3.948215425E-2,1.345670057E-1
3.896783250E0,6.683864504E-2,-6.109814107E-2,-3.584752500E-2,9.739318437E-2
3.906829250E0,1.081205723E-1,-7.322994411E-2,-1.039325041E-1,1.668971188E-1
3.916876250E0,9.551485240E-2,-1.962793350E-2,-4.411899626E-2,1.070272331E-1
3.926922250E0,6.584198713E-2,1.271593988E-2,6.859953403E-3,6.740861486E-2
3.936969250E0,7.916165203E-2,2.044595897E-2,2.210773766E-2,8.469566963E-2
3.947015250E0,6.586713016E-2,1.193124354E-2,4.711218596E-2,8.185591899E-2
3.957062250E0,6.536631614E-2,3.065227389E-2,7.468063831E-2,1.038725898E-1
3.967108250E0,5.778744757E-2,2.716090143E-2,7.240373254E-2,9.653706101E-2
3.977155250E0,9.544410110E-3,7.576412737E-2,3.224271655E-2,8.289084106E-2
3.987201250E0,-3.133819797E-3,1.306472629E-1,-9.303504825E-3,1.310155843E-1
3.997248250E0,-1.590179076E-2,1.168969506E-1,-2.268076479E-2,1.201340131E-1
4.007294250E0,-2.954422653E-2,1.233750808E-1,-2.427120745E-2,1.291640949E-1
4.017341250E0,-8.066233993E-3,1.171255767E-1,-2.942143500E-2,1.210334073E-1
4.027387250E0,3.748240650E-2,9.016991258E-2,-2.910510063E-2,1.018952934E-1
4.037434250E0,1.468586683E-2,5.578886926E-2,5.221563578E-4,5.769181281E-2
4.047480250E0,2.177386165E-2,6.495321035E-2,1.371815264E-2,6.986564462E-2
4.057527250E0,1.191019356E-2,6.839371204E-2,1.005019426E-2,7.014669602E-2
4.067573250E0,1.713643491E-2,1.736856937E-2,5.501060486E-3,2.501172265E-2
4.077620250E0,-3.515462995E-2,-2.356895685E-2,7.669324994E-2,8.759679401E-2
4.087666250E0,-7.066594005E-2,-2.030621052E-2,2.104752052E-1,2.229480416E-1
4.097713250E0,-7.400879780E-2,-9.012313485E-3,1.911723769E-1,2.051960078E-1
4.107759250E0,1.436836302E-2,9.218720198E-3,1.018532342E-1,1.032739850E-1
4.117806250E0,7.265516281E-2,1.725045562E-2,6.563850403E-2,9.942215102E-2
4.127852250E0,1.113137367E-1,4.861433566E-2,8.380229473E-2,1.475700722E-1
4.137899250E0,1.307256156E-1,7.459176064E-2,1.048575336E-1,1.834345106E-1
4.147945250E0,1.701683012E-1,5.946852207E-2,1.004306066E-1,2.063493702E-1
4.157992250E0,1.681580284E-1,6.022164345E-2,5.780966699E-2,1.877384523E-1
4.168039292E0,1.214823371E-1,8.434842467E-2,2.216913342E-2,1.495462653E-1
4.178086292E0,3.962950408E-2,7.680902481E-2,4.529253244E-2,9.757836534E-2
4.188132292E0,-4.618452519E-2,9.085052848E-2,3.233510256E-2,1.069223445E-1
4.198179292E0,-5.566198468E-2,1.140107650E-1,5.285882950E-4,1.268739156E-1
4.208225292E0,-4.859094679E-2,1.105275786E-1,-3.036400616E-2,1.244965807E-1
4.218272292E0,-7.799396306E-2,1.276493955E-1,4.546794891E-3,1.496599471E-1
4.228318292E0,-7.908973128E-2,9.799114823E-2,3.879159808E-2,1.317658484E-1
4.238365292E0,-4.013119519E-2,1.451571286E-1,6.237751186E-2,1.630093825E-1
4.248411292E0,-4.710487694E-2,5.075734019E-2,3.953068614E-2,7.973614087E-2
4.258458292E0,1.263086289E-2,7.138748646E-2,8.816899538E-2,1.141467637E-1
4.268504292E0,1.055159301E-2,-1.491039991E-3,1.327703869E-1,1.331973534E-1
4.278551292E0,-3.547213376E-2,2.817188501E-3,1.527924228E-1,1.568812713E-1
4.288597292E0,-3.487045527E-2,2.013547182E-2,1.222535849E-1,1.287141208E-1
4.298644292E0,-2.109588613E-2,2.649197996E-2,4.948849440E-2,5.996642803E-2
4.308690292E0,2.216942579E-2,4.086619020E-2,-4.363777041E-2,6.376350012E-2
4.318737292E0,8.592483401E-4,2.110201657E-2,-6.670386672E-2,6.996741560E-2
4.328783292E0,5.789031289E-3,3.660883248E-2,-4.768989086E-2,6.039904957E-2
4.338829292E0,-5.280625024E-3,-4.701746106E-3,-3.727775395E-2,3.794235571E-2
4.348876292E0,6.900883913E-3,-3.549844623E-3,-5.888555467E-2,5.939471479E-2
4.358922292E0,2.635749400E-2,2.698840857E-2,-8.324096203E-2,9.139009490E-2
4.368969292E0,-3.334871739E-2,8.282347083E-2,-5.456563175E-2,1.046387712E-1
4.379016292E0,-1.059565178E-1,1.593296099E-1,-4.523639917E-2,1.966190226E-1
4.389062292E0,-1.005718169E-1,1.597535330E-1,-7.858014643E-2,2.044767006E-1
4.399109292E0,-8.669959009E-2,1.007837784E-1,-3.629717588E-2,1.378102822E-1
4.409155292E0,-4.504227618E-2,1.250052845E-1,2.411684096E-2,1.350435109E-1
4.419201292E0,-3.333702753E-2,1.126220512E-1,2.149611890E-2,1.194033792E-1
4.429248292E0,-2.576400161E-2,6.486901045E-2,4.744255364E-2,8.439530906E-2
4.439294292E0,2.071551561E-2,4.370793700E-2,6.600980222E-2,8.183404141E-2
4.449341292E0,4.301650375E-2,2.438288927E-3,2.440744758E-2,4.951856566E-2
4.459387292E0,8.700627655E-2,-8.334621191E-3,-1.587402105E-2,8.883435492E-2
4.469434292E0,7.655496329E-2,-6.058884859E-3,-3.706842363E-2,8.527274195E-2
4.479480292E0,3.327065706E-2,8.607101440E-4,1.818951845E-2,3.792803745E-2
4.489527292E0,-5.100233853E-3,2.797132552E-2,1.332580447E-2,3.140039015E-2
4.499573292E0,7.477419376E-3,1.299017429E-2,3.502365232E-2,3.809609757E-2
4.509620292E0,4.231921872E-2,-2.649665773E-2,3.555750310E-2,6.129702416E-2
4.519666292E0,6.090781420E-2,7.679733038E-3,2.887121201E-2,6.784015782E-2
4.529713292E0,4.501039972E-2,4.293259621E-2,3.396998405E-2,7.087385778E-2
4.539759292E0,6.007048836E-2,6.093792737E-2,3.629249811E-2,9.294643609E-2
4.549806292E0,5.119002958E-2,7.215054810E-2,5.473987877E-2,1.040316060E-1
4.559852292E0,4.261480004E-2,9.530376792E-2,1.103545010E-1,1.519109781E-1
4.569899292E0,4.050337046E-2,1.236727041E-1,8.455950916E-2,1.551959128E-1
4.579945292E0,5.396804631E-2,1.600008702E-1,5.284011841E-2,1.769319265E-1
4.589992292E0,3.779757142E-2,1.596020901E-1,2.125345945E-2,1.653880078E-1
4.600038292E0,2.427705467E-2,1.378978103E-1,-9.263159037E-3,1.403245794E-1
4.610085292E0,3.365160316E-2,1.051890707E-1,-3.837586105E-2,1.169182522E-1
4.620131292E0,2.923841715E-2,1.182739699E-1,-8.617158651E-2,1.492285472E-1
4.630178292E0,2.964742988E-2,1.055749869E-1,-1.147159392E-1,1.586971791E-1
4.640224292E0,2.101372361E-2,7.075949550E-2,-6.828378439E-2,1.005542540E-1
4.650271292E0,2.515004396E-2,5.458024979E-2,-4.046799481E-2,7.245127316E-2
4.660317292E0,-1.073548794E-2,3.642230630E-2,-6.094202042E-2,7.180365555E-2
4.670364292E0,-6.134460578E-2,6.848083556E-2,8.919927478E-3,9.237072374E-2
4.680410292E0,-7.497504562E-2,8.922617197E-2,7.657981396E-2,1.394526269E-1
4.690457292E0,-2.167241246E-2,1.120045853E-1,3.993765235E-2,1.208707436E-1
4.700503292E0,4.359947115E-2,1.559130818E-1,9.492252946E-2,1.876701616E-1
4.710550292E0,-1.532234082E-2,1.313284636E-2,2.014962208E-1,2.025042538E-1
4.720596292E0,1.439262897E-2,7.136468232E-2,2.840378559E-1,2.932193193E-1
4.730643292E0,1.975394100E-2,1.476421952E-3,2.227806705E-1,2.236596190E-1
4.740689292E0,6.870273739E-2,-1.445080876E-2,2.138987499E-1,2.251256699E-1
4.750736292E0,4.283757438E-2,-4.528200746E-2,2.314304566E-1,2.396780637E-1
4.760782292E0,5.862155288E-2,-2.311755180E-2,1.695511276E-1,1.808825379E-1
4.770829292E0,5.998980135E-2,1.558984637E-2,7.792701244E-2,9.957127520E-2
4.780875292E0,4.456104577E-2,3.581010282E-2,-1.251304150E-3,5.718055636E-2
4.790922292E0,4.594772209E-2,3.149368823E-2,-1.004025400E-2,5.660258178E-2
4.800968292E0,3.767273337E-2,-1.437947273E-2,-4.656430185E-2,6.159738860E-2
4.811015292E0,6.034735402E-2,-1.391052604E-2,-4.962005675E-2,7.935651141E-2
4.821061292E0,5.650895387E-2,-5.322661936E-2,-8.948637307E-2,1.184658003E-1
4.831108292E0,5.420924395E-2,-2.712464869E-2,-5.540821552E-2,8.212465552E-2
4.841154292E0,1.246041656E-3,3.701813757E-2,-1.717444181E-2,4.082715495E-2
4.851201292E0,-3.972218245E-2,1.012386918E-1,-2.171831310E-2,1.108999983E-1
4.861247292E0,-1.151404927E-2,1.211829597E-1,-4.101061642E-2,1.284513671E-1
4.871294292E0,1.517937183E-3,1.132307464E-1,6.792125702E-3,1.134444315E-1
4.881340292E0,-8.860285878E-3,1.067455995E-1,5.138767004E-2,1.188016006E-1
4.891387292E0,-4.899440467E-2,7.370766163E-2,1.025472987E-1,1.354592911E-1
4.901433292E0,-3.345659852E-2,5.027786851E-2,1.798860812E-1,1.897530244E-1
4.911480292E0,-8.520562649E-3,3.471141100E-2,1.066999912E-1,1.125271975E-1
4.921526292E0,-1.486771981E-2,2.237729430E-2,1.161906070E-1,1.192562348E-1
4.931573292E0,-2.679661989E-2,4.614037871E-2,1.286726582E-1,1.392969718E-1
4.941619292E0,-3.321773976E-2,-1.028583705E-2,1.204777855E-1,1.253958272E-1
4.951666292E0,2.071200272E-2,1.035132587E-2,1.073636502E-1,1.098321009E-1
4.961712292E0,1.740569919E-2,1.382808030E-2,8.088511884E-2,8.388430496E-2
4.971759292E0,1.027910819E-2,1.445431709E-2,6.160392523E-2,6.410640336E-2
4.981805292E0,-5.251384377E-3,2.423729360E-2,3.015876889E-2,3.904580362E-2
4.991852292E0,7.769195437E-3,6.433515966E-2,-2.918403804E-2,7.107095921E-2
5.001898292E0,1.252912134E-2,3.934649885E-2,-6.284938216E-2,7.520086895E-2
5.011945292E0,1.401051342E-2,6.412641406E-3,-1.179541272E-1,1.189562633E-1
5.021991292E0,7.921515405E-3,4.336470544E-2,-1.109830767E-1,1.194172994E-1
5.032038292E0,-5.023606549E-2,3.061368227E-2,-7.869475186E-2,9.825336527E-2
5.042084292E0,-1.140932107E-1,4.627486467E-2,4.088957906E-3,1.231882438E-1
5.052131292E0,-8.880897313E-2,8.658206105E-2,2.824205160E-2,1.272049546E-1
5.062177292E0,-2.004220873E-2,9.263392925E-2,-3.627261758E-2,1.014812188E-1
5.072224292E0,3.030991942E-2,8.201947868E-2,-8.337544799E-2,1.208194994E-1
5.082270292E0,-7.987004220E-3,1.343690157E-2,-3.566567659E-2,3.894076331E-2
5.092317292E0,-8.633764744E-2,-8.858531713E-4,1.308688724E-1,1.567853178E-1
5.102363292E0,-1.194977921E-1,2.825959325E-3,1.831669539E-1,2.187186352E-1
5.112410292E0,-1.296374488E-1,1.623947203E-2,2.054483539E-1,2.434719998E-1
5.122456292E0,-1.225950623E-1,1.064427137E-2,1.961582977E-1,2.315619303E-1
5.132503292E0,-9.182408988E-2,5.703608036E-2,1.410301638E-1,1.776915446E-1
5.142549292E0,-8.675454478E-2,-1.888884544E-2,2.455889046E-2,9.212099990E-2
5.152596292E0,-1.548489799E-2,1.687974215E-2,1.999221504E-2,3.040388828E-2
5.162642292E0,-1.268904269E-2,-1.866723597E-2,-5.673494875E-2,6.106006807E-2
5.172688500E0,-1.865233471E-2,-8.291936517E-3,-3.817471683E-2,4.328943065E-2
5.182734500E0,1.685138315E-2,-5.101578712E-2,-7.090333700E-2,8.895989460E-2
5.192781500E0,2.273952931E-2,-5.621630073E-2,-8.518282235E-2,1.045632435E-1
5.202827500E0,-7.604303956E-3,-5.805875838E-2,-5.716822743E-2,8.183429044E-2
5.212874500E0,-5.484483629E-2,-3.620362043E-2,-3.233685672E-2,7.324158998E-2
5.222920500E0,-6.773648500E-2,1.250310123E-2,-6.388901711E-2,9.394873840E-2
5.232967500E0,-5.701122969E-2,2.640661061E-2,-1.046867949E-1,1.220938754E-1
5.243013500E0,-4.140881181E-2,7.659267783E-3,-1.152404344E-1,1.226935687E-1
5.253060500E0,-5.351605654E-2,2.680363655E-3,-7.712302029E-2,9.391013212E-2
5.263106500E0,-6.678953757E-2,-1.505307198E-2,-2.848003328E-2,7.415220563E-2
5.273153500E0,-4.139536321E-2,-2.431506157E-2,-5.253547847E-2,7.116723131E-2
5.283199500E0,-3.942777514E-3,-4.930196822E-2,-7.961919665E-2,9.373071023E-2
5.293246500E0,-9.383611679E-3,-2.959217370E-2,-9.439277172E-2,9.936671608E-2
5.303292500E0,-2.906358540E-2,1.419470072E-2,-8.996175170E-2,9.559967727E-2
5.313339500E0,-5.962669839E-2,5.362890780E-2,-3.006696761E-2,8.564709834E-2
5.323385500E0,-9.538532744E-2,6.734355211E-2,8.924605250E-3,1.171032164E-1
5.333432500E0,-7.237712771E-2,8.576111197E-2,3.533940196E-2,1.176532629E-1
5.343478500E0,-4.760950078E-2,1.218694228E-1,3.467457354E-2,1.353556309E-1
5.353525500E0,-6.952602535E-2,9.100606441E-2,1.091031969E-1,1.581754707E-1
5.363571500E0,-8.872535795E-2,1.030729634E-1,2.091975886E-1,2.495192497E-1
5.373618500E0,-1.263445893E-1,1.493261933E-1,2.746887428E-1,3.372168036E-1
5.383664500E0,-1.429199839E-1,1.690447587E-1,2.905428833E-1,3.652634929E-1
5.393711500E0,-7.724551946E-2,1.642880487E-1,1.870296246E-1,2.606482567E-1
5.403757500E0,2.930907710E-3,1.407465738E-1,8.163473189E-2,1.627341934E-1
5.413804500E0,9.741461277E-3,9.778415680E-2,4.699524164E-2,1.089274535E-1
5.423850500E0,9.240345759E-3,3.621414542E-2,6.401414752E-2,7.412596982E-2
5.433897500E0,-2.521904111E-3,-1.047937989E-2,9.550783575E-2,9.611412015E-2
5.443943500E0,3.375305235E-2,-5.966089547E-2,5.454165816E-2,8.759842160E-2
5.453990500E0,3.391121954E-2,-5.925626814E-2,3.427053094E-2,7.639205074E-2
5.464036500E0,9.068739116E-3,-1.597927094E-2,-4.683619738E-3,1.896089193E-2
5.474083500E0,-1.609008481E-2,5.025857270E-2,-4.437335014E-2,6.894787279E-2
5.484129500E0,-1.383861442E-2,1.397443610E-1,-5.697234571E-2,1.515448510E-1
5.494176500E0,3.886818747E-2,1.106690812E-1,-9.415771365E-3,1.176734392E-1
5.504222500E0,7.873216490E-2,5.873177290E-2,1.200257957E-2,9.895573179E-2
5.514269500E0,1.090213358E-1,3.397232294E-2,3.150304377E-2,1.184576387E-1
5.524315500E0,1.091379787E-1,1.108339727E-2,1.151726067E-2,1.103022546E-1
5.534362500E0,6.956490934E-2,-4.838570952E-3,3.751690507E-2,7.918463580E-2
5.544408500E0,5.386835128E-2,-4.356526494E-2,7.509812951E-2,1.021736788E-1
5.554455500E0,3.245789409E-2,-5.689750135E-2,8.703229666E-2,1.089286978E-1
5.564501500E0,2.393265367E-2,-1.442098796E-2,4.265368402E-2,5.099091650E-2
5.574548500E0,5.639931858E-3,1.208561003E-2,1.799188256E-2,2.239595141E-2
5.584594500E0,1.961418341E-2,3.229709566E-2,5.544973075E-2,6.710060521E-2
5.594641500E0,9.007635713E-3,4.470781088E-2,8.172770262E-2,9.359136301E-2
5.604687500E0,1.784043968E-2,9.045291781E-2,3.860331774E-2,9.995112690E-2
5.614734500E0,8.487350464E-2,1.355828977E-1,-1.814391017E-2,1.609827177E-1
5.624780500E0,1.757216942E-1,1.220752448E-1,-1.930516720E-2,2.148328855E-1
5.634827500E0,2.619792348E-1,9.087508678E-2,-9.692286193E-2,2.937438374E-1
5.644873500E0,2.843287548E-1,1.888475239E-2,-1.068964577E-1,3.043457366E-1
5.654920500E0,2.206212938E-1,-2.666973531E-2,-3.985520661E-2,2.257730443E-1
5.664966500E0,1.478898248E-1,-4.013294935E-2,3.765022159E-2,1.577960490E-1
5.675013500E0,8.773834795E-2,-4.347989559E-2,1.513803202E-1,1.802901006E-1
5.685059500E0,2.458666474E-2,-5.500651181E-2,1.853269154E-1,1.948750523E-1
5.695106500E0,-2.016383082E-2,-1.027250540E-1,3.274914390E-1,3.438163164E-1
5.705152500E0,-8.627742112E-2,-9.833730340E-2,5.486196864E-1,5.640013997E-1
5.715199500E0,-1.084638038E-1,-9.129667103E-2,6.938943440E-1,7.082293693E-1
5.725245500E0,-7.327614625E-2,-9.893079579E-2,6.731636256E-1,6.843288411E-1
5.735292500E0,-1.541033685E-3,-4.253732443E-2,6.116526711E-1,6.131319506E-1
5.745338500E0,5.792895019E-2,-7.121908665E-4,5.134288037E-1,5.166869526E-1
5.755385500E0,1.101989651E-1,-1.383334279E-2,4.165381014E-1,4.310906671E-1
5.765431500E0,9.572476745E-2,-4.103166640E-2,3.518632185E-1,3.669530669E-1
5.775478500E0,7.874942333E-2,-2.409462154E-2,2.094390786E-1,2.250483284E-1
5.785524500E0,7.586616129E-2,-3.311862946E-3,7.847080350E-2,1.091984884E-1
5.795571500E0,-2.522790330E-3,-1.535478830E-2,4.334248602E-2,4.605111388E-2
5.805617500E0,-1.040900865E-1,-3.583933890E-2,7.311475396E-2,1.321551042E-1
5.815664500E0,-1.367833310E-1,-9.437406063E-4,5.464047611E-2,1.472961368E-1
5.825710500E0,-8.874289960E-2,8.798305392E-2,3.781511307E-2,1.305614904E-1
5.835757500E0,-7.312091181E-2,8.607101440E-2,-4.357929826E-3,1.130215856E-1
5.845803500E0,-3.712367982E-2,4.800973356E-2,-5.709221363E-2,8.332240381E-2
5.855850500E0,5.388793945E-3,-6.216759682E-3,-8.349005342E-2,8.389443498E-2
5.865896500E0,-9.829169512E-4,-2.107336521E-3,-9.740174890E-2,9.742950108E-2
5.875943500E0,-8.549214005E-2,3.387876749E-2,-8.599558532E-2,1.259043986E-1
5.885989500E0,-1.384834090E-1,9.256142378E-4,2.641187310E-3,1.385116861E-1
5.896036500E0,-1.068353543E-1,1.851930141E-2,1.121864337E-1,1.560210029E-1
5.906082500E0,1.629911363E-2,-3.183224201E-3,-3.207782507E-3,1.691401461E-2
5.916129500E0,1.162762687E-1,2.197851419E-2,-9.517045140E-2,1.518573033E-1
5.926175500E0,1.568062440E-1,8.245275736E-2,-1.770864344E-1,2.504920370E-1
5.936222500E0,1.355627248E-1,4.813252509E-2,-1.360038972E-1,1.979673013E-1
5.946268500E0,9.025643310E-2,-2.727784574E-2,-1.600733757E-2,9.563754200E-2
5.956315500E0,2.825316131E-2,-5.663262248E-2,9.729532957E-2,1.160684118E-1
5.966361500E0,-7.584483722E-2,-4.097377896E-2,2.547930068E-1,2.689809774E-1
5.976408500E0,-6.821449488E-2,-4.934816122E-2,2.627189076E-1,2.758798339E-1
5.986454500E0,7.277133968E-3,-5.997781456E-2,1.596927220E-1,1.707397445E-1
5.996501500E0,5.177767932E-2,-5.336636782E-2,8.733167410E-2,1.146983809E-1
6.006547500E0,4.691308826E-2,-3.433251143E-2,7.421227634E-2,9.427099846E-2
6.016594500E0,4.653506577E-3,-4.722562194E-2,1.476796174E-1,1.551166783E-1
6.026640500E0,-1.230341882E-2,-5.695363462E-2,1.763724893E-1,1.857480703E-1
6.036687500E0,-3.615801215E-2,-7.302587628E-2,1.525012314E-1,1.729069288E-1
6.046733500E0,-4.621365163E-3,-6.860538125E-3,5.615607440E-2,5.676203566E-2
6.056780500E0,1.974604726E-3,1.582665861E-2,-1.787961602E-2,2.395960884E-2
6.066826500E0,-3.696258903E-2,-3.414364636E-2,3.944531679E-3,5.047356639E-2
6.076873500E0,-8.458289802E-2,-7.882806838E-2,5.508077145E-2,1.280703806E-1
6.086919500E0,-8.404787779E-2,-8.424317479E-2,9.967865467E-2,1.552314158E-1
6.096966500E0,-1.133055907E-1,-1.474667788E-1,1.750293839E-1,2.553818571E-1
6.107012500E0,-7.479202777E-2,-1.318400949E-1,1.528462172E-1,2.152617573E-1
6.117059500E0,-5.071847448E-2,-4.922829330E-2,6.696523726E-2,9.736596693E-2
6.127105500E0,7.919761240E-3,-1.742996514E-2,3.535168111E-2,4.020283150E-2
